"id","name"
"TEAM_41f3af1d","xianjiaotongdaxue5"
"TEAM_6560d61e","sichuandaxue2"
"TEAM_6bf6ba7b","beijingyoufangdaxue10"
"TEAM_fdadb302","beijingligongdaxue8"
"TEAM_b03afbf8","beijingjiaotongdaxue10"
"TEAM_d075107b","nanjingdaxue3"
"TEAM_31a22c87","huananligongdaxue9"
"TEAM_2611ccdc","renmindaxue5"
"TEAM_afc05992","zhongkeda4"
"TEAM_7d82c07b","xianjiaotongdaxue9"
"TEAM_14b23706","beijingdaxue3"
"TEAM_027219e7","xidandaxue6"
"TEAM_3ae7e51d","dongnanidaxue3"
"TEAM_37f3b1c4","beijingdaxue9"
"TEAM_fc9be0a7","hangzhoudianzi3"
"TEAM_903ef529","shenzhendaxue5"
"TEAM_590aa3eb","zhongnanshifandaxue4"
"TEAM_628a996b","dongnanidaxue6"
"TEAM_2f4bd959","beijingyoufangdaxue9"
"TEAM_dd4bd099","xidandaxue3"
"TEAM_35dc7122","zhejiangdaxue5"
"TEAM_dbd1ff05","nanjingdaxue5"
"TEAM_e6dae075","shanghaidaxue2"
"TEAM_65ac691e","beihangdaxue8"
"TEAM_ae8a5062","fudandaxue4"
"TEAM_91137256","zhongshandaxue4"
"TEAM_40572f80","renmindaxue9"
"TEAM_7c75a3dd","dongnanidaxue9"
"TEAM_1085f7ca","beijingjiaotongdaxue5"
"TEAM_3949dd50","shanghaijiaotongdaxue9"
"TEAM_6caddae5","shanghaidaxue10"
"TEAM_1687c901","xibeiligongdaxue9"
"TEAM_30bbaf55","southeastdaxue8"
"TEAM_d61e73e8","fudandaxue3"
"TEAM_d0d3e918","fudandaxue5"
"TEAM_cf9f0bac","dongnanidaxue2"
"TEAM_24cbed2c","sichuandaxue6"
"TEAM_98c63575","beijingyoufangdaxue8"
"TEAM_f75b41dd","beijingligongdaxue2"
"TEAM_066ab874","renmindaxue4"
"TEAM_39c99ae0","huananligongdaxue5"
"TEAM_4428c8d2","renmindaxue2"
"TEAM_6bcd8c24","hehaidaxue7"
"TEAM_b605724f","shanghaidaxue5"
"TEAM_f65b8cf8","xibeiligongdaxue7"
"TEAM_3e720a8c","sichuandaxue8"
"TEAM_c8fdd740","xidandaxue2"
"TEAM_6650f4fb","shenzhendaxue9"
"TEAM_1403a700","zhejiangdaxue6"
"TEAM_9c6284c9","zhongnanshifandaxue8"
"TEAM_f085f82b","tongjidaxue4"
"TEAM_210c34a7","beijingdaxue10"
"TEAM_cf66212b","huananligongdaxue10"
"TEAM_5745db2e","shanghaidaxue8"
"TEAM_f7c8a703","xibeidaxue8"
"TEAM_00cb8995","hehaidaxue6"
"TEAM_cf3b0806","qinghuadaxue6"
"TEAM_faa44e67","shanghaijiaotongdaxue10"
"TEAM_b78124e3","wuhandaxue8"
"TEAM_3ec36035","zhejiangdaxue10"
"TEAM_6a1cde3d","zhongnanshifandaxue10"
"TEAM_9d382ba1","zhejiangdaxue7"
"TEAM_cbbca1be","zhongkeda8"
"TEAM_18516f9c","southeastdaxue6"
"TEAM_b8b24415","xianjiaotongdaxue8"
"TEAM_dfe7ce81","xibeidaxue3"
"TEAM_6222b6ed","shenzhendaxue4"
"TEAM_b4a65bd2","renmindaxue7"
"TEAM_129fd434","zhongshandaxue6"
"TEAM_0d5e272d","shanghaijiaotongdaxue4"
"TEAM_89c8cd25","shanghaijiaotongdaxue2"
"TEAM_8a2499aa","zhongkeda6"
"TEAM_f04486a6","wuhandaxue10"
"TEAM_3bfd689e","shenzhendaxue3"
"TEAM_5d88a6f3","beijingdaxue7"
"TEAM_e1c023fa","shenzhendaxue7"
"TEAM_60cff1a8","hangzhoudianzi5"
"TEAM_72f524bf","zhongnanshifandaxue1"
"TEAM_c88bbb8a","beihangdaxue4"
"TEAM_68eba545","zhejiangdaxue8"
"TEAM_2a9c4086","shanghaijiaotongdaxue1"
"TEAM_89958c37","zhejiangdaxue4"
"TEAM_0defffde","dongnanidaxue5"
"TEAM_13f47581","lanzhoudaxue10"
"TEAM_fd739ad1","lanzhoudaxue2"
"TEAM_b3623e4f","xibeiligongdaxue2"
"TEAM_bbb502bb","beijingligongdaxue6"
"TEAM_800cc483","zhongshandaxue1"
"TEAM_ccf63372","hangzhoudianzi6"
"TEAM_49716322","renmindaxue3"
"TEAM_894c6149","shanghaijiaotongdaxue7"
"TEAM_4e9688a8","beijingdaxue4"
"TEAM_3ec81e6d","xibeiligongdaxue8"
"TEAM_0a7ffd59","beijingligongdaxue7"
"TEAM_8012c67f","xianjiaotongdaxue1"
"TEAM_7291adaa","shenzhendaxue1"
"TEAM_aa11830c","lanzhoudaxue7"
"TEAM_b2484010","hehaidaxue1"
"TEAM_ba0e2cc0","xianjiaotongdaxue4"
"TEAM_a8685790","beijingdaxue2"
"TEAM_33562819","renmindaxue6"
"TEAM_750d6db3","renmindaxue8"
"TEAM_87b2881a","beijingjiaotongdaxue3"
"TEAM_cb4612ff","huazhongkejidaxue9"
"TEAM_6a5b1ca1","shanghaidaxue1"
"TEAM_fc91e83c","hehaidaxue8"
"TEAM_24d812f3","sichuandaxue5"
"TEAM_1c676679","beijingjiaotongdaxue6"
"TEAM_538ecc42","qinghuadaxue7"
"TEAM_80c9236d","xidandaxue7"
"TEAM_e1b55acb","qinghuadaxue3"
"TEAM_abe9498f","huazhongkejidaxue1"
"TEAM_287b2379","zhejiangdaxue3"
"TEAM_38463183","hangzhoudianzi9"
"TEAM_0dd8cef4","beihangdaxue3"
"TEAM_4339a144","beijingjiaotongdaxue1"
"TEAM_2cacb033","qinghuadaxue4"
"TEAM_14f45961","xianjiaotongdaxue10"
"TEAM_25172c96","shanghaidaxue4"
"TEAM_6c396c0c","wuhandaxue9"
"TEAM_4fa1cad7","dongnanidaxue1"
"TEAM_44d051fd","xidandaxue1"
"TEAM_99d568c3","huananligongdaxue2"
"TEAM_d02d71dc","zhongshandaxue8"
"TEAM_6646e053","zhongnanshifandaxue2"
"TEAM_83ff1630","lanzhoudaxue5"
"TEAM_ed2a3e32","qinghuadaxue10"
"TEAM_924752af","tongjidaxue6"
"TEAM_efc7d741","xianjiaotongdaxue6"
"TEAM_6806cfab","lanzhoudaxue9"
"TEAM_7e7dbb90","hehaidaxue10"
"TEAM_2248a3b9","hangzhoudianzi8"
"TEAM_d88767b9","sichuandaxue4"
"TEAM_51ded7e3","tongjidaxue3"
"TEAM_51915310","zhejiangdaxue9"
"TEAM_098fa432","xibeidaxue6"
"TEAM_61385883","zhongnanshifandaxue9"
"TEAM_1211ba79","fudandaxue6"
"TEAM_7a9c3f94","southeastdaxue1"
"TEAM_36789bf2","zhongshandaxue2"
"TEAM_f386661a","xianjiaotongdaxue2"
"TEAM_11a15e24","lanzhoudaxue6"
"TEAM_c59996e6","tongjidaxue1"
"TEAM_5b41579d","shenzhendaxue8"
"TEAM_5d948e06","huazhongkejidaxue8"
"TEAM_442cdcc8","shenzhendaxue2"
"TEAM_cb94d597","xibeiligongdaxue3"
"TEAM_7155a955","southeastdaxue9"
"TEAM_49f838d4","xibeidaxue9"
"TEAM_00a39da2","shanghaijiaotongdaxue3"
"TEAM_dc3b3adc","xibeiligongdaxue6"
"TEAM_97331f0a","beihangdaxue10"
"TEAM_169eccdd","beijingligongdaxue5"
"TEAM_17cd285b","beijingdaxue6"
"TEAM_56f2948e","wuhandaxue1"
"TEAM_3fd3a360","beijingjiaotongdaxue7"
"TEAM_5da79423","hangzhoudianzi7"
"TEAM_a50b366b","nanjingdaxue10"
"TEAM_6f15e3ff","tongjidaxue7"
"TEAM_fb1c9693","tongjidaxue2"
"TEAM_8d71d43b","renmindaxue10"
"TEAM_780ec191","southeastdaxue5"
"TEAM_1e4b7958","nanjingdaxue7"
"TEAM_f7c11d9c","hehaidaxue4"
"TEAM_d3623b9b","beijingligongdaxue10"
"TEAM_0dedab8b","nanjingdaxue2"
"TEAM_25e57488","sichuandaxue7"
"TEAM_954060a1","wuhandaxue5"
"TEAM_a175840f","beijingligongdaxue4"
"TEAM_e001cfbf","beijingdaxue8"
"TEAM_bbbfacab","beijingligongdaxue1"
"TEAM_7e448bf7","dongnanidaxue10"
"TEAM_2bd8d7ac","xibeidaxue5"
"TEAM_7ff4117b","fudandaxue7"
"TEAM_3f89c1e8","zhongshandaxue5"
"TEAM_40906254","zhongkeda3"
"TEAM_d33e9731","beijingjiaotongdaxue8"
"TEAM_cd6db7a0","zhongnanshifandaxue3"
"TEAM_d8b7fa0e","southeastdaxue3"
"TEAM_deb5e70b","xibeidaxue2"
"TEAM_1a104ec6","xibeiligongdaxue1"
"TEAM_f2868829","beihangdaxue1"
"TEAM_0f26651f","beijingdaxue5"
"TEAM_0715483d","beijingjiaotongdaxue9"
"TEAM_e7b63d0a","shanghaijiaotongdaxue6"
"TEAM_9589d27a","qinghuadaxue9"
"TEAM_6f0959b5","huazhongkejidaxue7"
"TEAM_ebe04dd5","lanzhoudaxue4"
"TEAM_84c2b9e1","qinghuadaxue5"
"TEAM_9f9e7bd6","zhongkeda9"
"TEAM_fb5fb519","wuhandaxue7"
"TEAM_6620521b","beijingyoufangdaxue7"
"TEAM_a8e92963","fudandaxue9"
"TEAM_92ec339f","shenzhendaxue10"
"TEAM_1f309d05","wuhandaxue2"
"TEAM_ae882b6c","beijingyoufangdaxue2"
"TEAM_100968e8","beijingligongdaxue9"
"TEAM_ace5d2ac","huazhongkejidaxue2"
"TEAM_4eb80c57","southeastdaxue10"
"TEAM_0f4c4a1a","wuhandaxue4"
"TEAM_979a28a0","xidandaxue9"
"TEAM_52f0443c","beijingyoufangdaxue5"
"TEAM_557ae0f2","shanghaidaxue3"
"TEAM_039fd305","xidandaxue8"
"TEAM_3bc14cbd","xibeiligongdaxue4"
"TEAM_8de5e693","qinghuadaxue2"
"TEAM_be48a909","tongjidaxue9"
"TEAM_4085203e","zhongkeda2"
"TEAM_e43b6205","dongnanidaxue7"
"TEAM_f322ea92","hehaidaxue5"
"TEAM_9d91764f","hangzhoudianzi2"
"TEAM_dcb607ec","zhongkeda1"
"TEAM_faf047ba","nanjingdaxue6"
"TEAM_44628561","zhongnanshifandaxue7"
"TEAM_8b703fdd","zhejiangdaxue2"
"TEAM_4bc09335","huazhongkejidaxue5"
"TEAM_f71a884a","nanjingdaxue4"
"TEAM_2367c67e","hangzhoudianzi10"
"TEAM_28cfaa8e","shanghaijiaotongdaxue5"
"TEAM_84b86cc5","nanjingdaxue9"
"TEAM_e8c1e98b","southeastdaxue2"
"TEAM_784a1083","huananligongdaxue4"
"TEAM_0244cd0a","huananligongdaxue7"
"TEAM_1cc45355","xidandaxue10"
"TEAM_f29adf1c","hehaidaxue9"
"TEAM_8b4b779c","huananligongdaxue3"
"TEAM_26b672fa","xibeiligongdaxue10"
"TEAM_7efcf188","lanzhoudaxue3"
"TEAM_4d359882","huananligongdaxue8"
"TEAM_c30a35ed","xianjiaotongdaxue7"
"TEAM_6958f279","beihangdaxue9"
"TEAM_270005f0","zhongkeda7"
"TEAM_a8e9834e","zhongkeda10"
