"id","name"
"C_8c77d76c","2013xian"
"C_22197875","2009guangzhou"
"C_bc6f804b","2007nanjing"
"C_35a00d8c","2007hangzhou"
"C_e4c3e330","2019xian"
"C_3dc454ce","2014beijing"
"C_fa8b15b1","2006hangzhou"
"C_2b6fe6c9","2007guangzhou"
"C_e63c6235","2000nanjing"
"C_25e71237","2017hangzhou"
"C_3ae2c81c","2019guangzhou"
"C_5b2af792","2002guangzhou"
"C_14c2f268","2019hangzhou"
"C_3b2f5921","2011guangzhou"
"C_531f1fe8","2020chongqing"
"C_4005c171","2005wuhan"
"C_099e9164","2001chengdu"
"C_09466e12","2005shanghai"
"C_01c4155c","2001shenzhen"
"C_b31dea69","2020hangzhou"
"C_06a21966","2009shenzhen"
"C_29977a3c","2010xian"
"C_7f157617","2009chengdu"
"C_14aec431","2018shanghai"
"C_9fb81782","2017wuhan"
"C_eb64df26","2017chongqing"
"C_f31dd91f","2013chengdu"
"C_9c77c050","2018xian"
"C_c73037e0","2009nanjing"
"C_5667c4ec","2020chengdu"
"C_20397df9","2017beijing"
"C_b4526f03","2015shanghai"
"C_b24a794b","2000beijing"
"C_adc2adc4","2005guangzhou"
"C_aac85278","2000guangzhou"
"C_db05a4a6","2000wuhan"
"C_c03cc9a6","2017shanghai"
"C_c87bc2a6","2002shanghai"
"C_a64fefad","2007xian"
"C_ac39b33f","2001guangzhou"
"C_d9b7430c","2014xian"
"C_14c00173","2015chengdu"
"C_f19feb18","2005beijing"
"C_1717bf77","2005hangzhou"
"C_369d816e","2013guangzhou"
"C_fc4da805","2008nanjing"
"C_ac629e60","2012hangzhou"
"C_0a385c81","2010beijing"
"C_c5e11829","2019shenzhen"
"C_b4ab653f","2005chongqing"
"C_55b449a7","2014wuhan"
"C_45045be3","2000chengdu"
"C_450787b8","2013shanghai"
"C_df207d24","2008hangzhou"
"C_37c94ea7","2007chongqing"
"C_64a6caa2","2010guangzhou"
"C_319cafd2","2015beijing"
"C_36438dd3","2004wuhan"
"C_9b8bd6fe","2012chengdu"
"C_d53e2a05","2016chengdu"
"C_d3866aab","2012shanghai"
"C_b2368d66","2013wuhan"
"C_3d45c03f","2016wuhan"
"C_95c99e4b","2018beijing"
"C_520e2c2d","2011wuhan"
"C_234fe3be","2008xian"
"C_29b46a90","2007beijing"
"C_2f111cba","2001shanghai"
"C_75b66373","2014shanghai"
"C_8f1a04b2","2020nanjing"
"C_bba3019f","2018guangzhou"
"C_6c5b6d2b","2006beijing"
"C_3cd017e2","2003nanjing"
"C_b029cdc7","2012shenzhen"
"C_84e6a17a","2003xian"
"C_3ce99ee9","2010nanjing"
"C_402d5a3a","2002chongqing"
"C_b9252c04","2007wuhan"
"C_812e0d09","2016hangzhou"
"C_8a4e46cc","2016shanghai"
"C_46a8747b","2008beijing"
"C_78f55e51","2004beijing"
"C_5a66e854","2018hangzhou"
"C_b632aabc","2019beijing"
"C_757c0e88","2009xian"
"C_f4227aba","2015hangzhou"
"C_ff3e735b","2019nanjing"
"C_8563dcc6","2004guangzhou"
"C_6cd60696","2008shanghai"
"C_23802966","2006chongqing"
"C_8bb5ed5c","2012wuhan"
"C_b0546260","2009beijing"
"C_e9c967a7","2004xian"
"C_ac8146f0","2017nanjing"
"C_fc23f984","2003chongqing"
"C_db7f721f","2020xian"
"C_08aa86f2","2020wuhan"
"C_ef79824f","2003shenzhen"
"C_a98ce59b","2004shanghai"
"C_ad4f8cb8","2000chongqing"
"C_ad3c49f7","2003shanghai"
"C_6cc75f95","2002chengdu"
"C_e0e67a6b","2016nanjing"
"C_512e51bf","2000shanghai"
"C_880cf0a8","2017chengdu"
"C_cdd227b2","2007shanghai"
"C_90789487","2005xian"
"C_2ac85e41","2012chongqing"
"C_0357392c","2013shenzhen"
"C_9ca52ee5","2004chongqing"
"C_c15d4db1","2005nanjing"
"C_aec35664","2015xian"
"C_4deb7f62","2016guangzhou"
"C_0381b43c","2011shenzhen"
"C_6481536d","2011beijing"
"C_124e4cd8","2012nanjing"
"C_6a3aa8df","2014guangzhou"
"C_54034de5","2014hangzhou"
"C_8a1ea046","2016chongqing"
